song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Little Victories,50,224421,0.311,0.688,0.662,0,0,0.119,-5.639,0,0.0384,139.846,4,0.407
No Matter What,30,236525,0.902,0.576,0.291,0,10,0.103,-7.826,1,0.0302,67.887,4,0.283
Let Me Go,47,209943,0.449,0.333,0.389,0,9,0.0919,-7.326,1,0.0353,165.419,4,0.247
Guiding Light,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Unconditional,55,269746,0.203,0.771,0.378,9.26E-05,2,0.0956,-8.175,1,0.0446,116.012,4,0.0392
better off,51,191861,0.833,0.691,0.343,1.09E-06,7,0.132,-8.954,1,0.0387,150.922,3,0.441
Grace,70,184880,0.49,0.733,0.533,0,4,0.171,-6.971,1,0.0357,104.506,4,0.483
Shotgun,93,201287,0.286,0.672,0.735,0,5,0.242,-4.733,1,0.0457,115.741,4,0.754
More Than Friends (feat. Meghan Trainor),70,181360,0.366,0.451,0.528,0,2,0.0811,-6.984,1,0.0364,139.28,5,0.527
Ripple Effect,55,202440,0.81,0.732,0.646,4.80E-06,8,0.109,-6.233,1,0.0493,88.049,4,0.532
Fifth Avenue,59,207678,0.264,0.623,0.781,0,7,0.258,-6.806,1,0.102,87.683,4,0.829
Sleep at Night,50,219807,0.536,0.805,0.496,0,7,0.125,-7.702,1,0.0595,126.104,4,0.545
Julia,43,192146,0.403,0.848,0.476,0,10,0.187,-6.854,0,0.207,120.101,4,0.498
Thought of You,47,195676,0.57,0.493,0.445,0,7,0.11,-7.113,1,0.0364,81.581,4,0.392
Waiting,74,215688,0.344,0.783,0.465,0,4,0.0875,-7.335,0,0.0471,138.038,4,0.48
The Only,72,217167,0.743,0.684,0.259,0,4,0.0751,-11.053,0,0.049,138.014,4,0.0515
Changing,56,207410,0.318,0.577,0.503,0,8,0.109,-5.915,1,0.0319,105.025,4,0.247
Human,69,202721,0.938,0.665,0.287,0.149,8,0.103,-14.923,1,0.04,133.924,4,0.386
Bright Blue Skies,72,182906,0.259,0.799,0.373,0,7,0.166,-8.999,1,0.0558,98.035,4,0.534
Rare,60,217560,0.267,0.641,0.75,0.000294,7,0.396,-4.935,1,0.0313,147.956,4,0.634
I Said Hi,62,170413,0.00469,0.393,0.855,0,6,0.0735,-4.329,1,0.122,74.304,4,0.328
I'll Never Love Again - Film Version - Radio Edit,76,281235,0.762,0.343,0.357,2.86E-06,7,0.0933,-7.278,1,0.037,75.761,3,0.247
Irony,69,208260,0.256,0.389,0.479,0,5,0.124,-8.029,1,0.0438,152.309,4,0.301
Malibu Nights,80,286928,0.701,0.559,0.422,1.99E-06,11,0.0853,-11.89,1,0.195,74.002,4,0.191
Hold Me (feat. Frank Kadillac),48,188280,0.244,0.506,0.611,3.97E-06,8,0.105,-7.844,1,0.112,68.443,1,0.285
Used To Be,45,190866,0.0617,0.646,0.658,0,7,0.0692,-4.678,1,0.052,92.001,4,0.44
Consequences - orchestra,79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
Why Her Not Me,70,230640,0.35,0.391,0.649,0.0001,3,0.238,-6.935,0,0.0395,173.249,4,0.201
Starting Over,63,227097,0.39,0.751,0.394,0,7,0.121,-6.56,1,0.0519,135.896,4,0.12
The Point,52,198453,0.0616,0.742,0.693,2.16E-06,5,0.115,-5.494,1,0.0408,95.995,4,0.549
Look What I Found,74,175240,0.456,0.849,0.493,0.000463,1,0.133,-4.1,0,0.0417,97.012,4,0.447
True Colors,36,204774,0.0707,0.566,0.647,4.32E-06,7,0.205,-10.277,0,0.0812,154.923,4,0.198
Fake Friends,67,174774,0.00418,0.629,0.596,0,0,0.286,-4.44,1,0.193,172.032,4,0.649
I'm Still Here,75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
I Do,61,198854,0.158,0.623,0.645,0,0,0.111,-5.407,1,0.0334,137.071,4,0.316
Light On,69,233880,0.201,0.657,0.569,1.38E-05,2,0.126,-6.287,1,0.0542,102.054,4,0.399
This Mountain,48,142259,0.215,0.675,0.93,0,11,0.0638,-3.131,0,0.069,129.965,4,0.595
Thursday,68,214026,0.428,0.82,0.582,0,2,0.0419,-4.441,1,0.0454,112.064,4,0.309
Loyal,60,220080,0.224,0.649,0.576,0,1,0.445,-5.936,0,0.0449,107.989,4,0.311
Under Pressure,72,233028,0.2,0.667,0.478,0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337
Not a Damn Thing Changed,67,193520,0.238,0.8,0.709,0,6,0.119,-5.834,0,0.0381,127.438,3,0.388
Perfect for Me,38,176521,0.108,0.654,0.58,0,2,0.123,-6.218,1,0.0266,120.954,4,0.532
Rose,60,209653,0.0328,0.62,0.768,0.0599,8,0.225,-5.681,0,0.103,172.09,4,0.748
Last Night,58,209360,0.799,0.542,0.317,0,0,0.0879,-10.278,1,0.0452,85.904,4,0.224
Recovery,57,234904,0.274,0.518,0.545,2.31E-05,10,0.183,-7.893,1,0.0385,75.06,4,0.162
Lifeguard,6,179396,0.377,0.704,0.528,0,2,0.093,-5.821,1,0.0428,139.958,4,0.863
Party Of One (feat. Sam Smith),51,259558,0.779,0.354,0.206,0.00021,0,0.0959,-11.799,1,0.0365,139.056,4,0.202
Chasing Parties,38,164704,0.727,0.59,0.259,1.13E-06,11,0.114,-12.309,1,0.0417,180.148,4,0.464
Sail On,0,279671,0.333,0.323,0.59,0,2,0.103,-6.372,1,0.0328,155.659,4,0.283
Power Over Me,57,206960,0.0558,0.412,0.839,0,9,0.116,-4.222,0,0.118,116.854,4,0.523
Details,20,188239,0.832,0.516,0.434,0.00228,8,0.332,-7.895,1,0.0555,92.81,4,0.432
Montreal,1,179328,0.602,0.612,0.483,0,2,0.12,-6.662,1,0.036,79.38,4,0.434
U Got Me,27,176024,0.527,0.564,0.412,0,7,0.119,-8.289,1,0.0421,153.849,4,0.363
Cosmic Awareness,56,268926,0.829,0.566,0.139,0.937,0,0.112,-22.174,0,0.0371,141.963,4,0.295
Wayfarers Chapel,41,207600,0.942,0.119,0.163,0.849,8,0.196,-25.189,0,0.0566,199.402,4,0.234
Central Park,51,262000,0.938,0.161,0.193,0.959,11,0.106,-24.546,0,0.0436,133.47,3,0.132
Oxygen Bar,40,331632,0.97,0.189,0.00977,0.95,8,0.121,-30.45,1,0.033,71.319,3,0.076
The Young Sabina,51,167344,0.993,0.609,0.0761,0.909,0,0.0953,-21.284,1,0.0624,142.417,4,0.306
Hollywood Sky,50,244000,0.978,0.221,0.176,0.975,0,0.0871,-23.843,0,0.0413,97.489,4,0.114
Life Cykles,41,236400,0.928,0.669,0.0711,0.938,7,0.107,-20.716,0,0.0288,100,4,0.0446
A Drop In The Ocean,52,293647,0.463,0.199,0.119,0.894,0,0.237,-21.529,1,0.0388,110.848,1,0.063
Across The Universe - Sleep version,30,256206,0.612,0.511,0.13,0.897,2,0.106,-19.028,1,0.0324,130.01,4,0.0438
Dolphin Diver,61,186206,0.944,0.369,0.174,0.912,10,0.259,-18.425,1,0.0315,116.003,4,0.0811
Ocean Park,53,282000,0.875,0.258,0.149,0.937,9,0.101,-21.233,1,0.0364,121.624,4,0.0384
Terme di Caracalla,58,224615,0.932,0.121,0.0818,0.96,3,0.091,-25.055,1,0.0433,80.232,4,0.0363
Dreaming,47,206142,0.608,0.526,0.454,0.28,4,0.113,-11.906,1,0.0292,139.988,4,0.101
Parc Güell,55,208000,0.942,0.166,0.143,0.91,0,0.0878,-23.512,0,0.0448,85.977,4,0.0342
Rikyu Garden,61,209414,0.994,0.317,0.00264,0.903,3,0.146,-27.59,1,0.05,142.643,4,0.14
First Flower,52,212000,0.991,0.202,0.00402,0.901,8,0.275,-28.875,1,0.0445,74.234,4,0.0975
Bilitis,46,263041,0.515,0.76,0.16,0.868,1,0.323,-15.827,1,0.0405,120.001,4,0.198
Beyond The Mind,53,278048,0.574,0.38,0.312,0.845,6,0.0967,-16.063,0,0.0314,179.892,4,0.0416
Minimal Steps,53,330710,0.933,0.507,0.089,0.887,0,0.0829,-22.759,1,0.0296,98.031,4,0.0509
Yearning,54,224000,0.991,0.33,0.00379,0.882,6,0.0987,-26.367,1,0.073,62.078,5,0.128
Leaf In The Wind,52,184922,0.968,0.304,0.0672,0.922,3,0.106,-20.575,1,0.0541,66.137,4,0.0347
Hypnotize,53,177462,0.00282,0.197,0.278,0.938,2,0.0999,-18.64,1,0.052,73.71,1,0.0338
Midsummer,54,202000,0.991,0.337,0.00922,0.962,10,0.0907,-25.784,1,0.0424,69.095,3,0.0393
Calmative,58,222000,0.99,0.258,0.00379,0.949,7,0.0853,-29.298,1,0.0531,77.828,1,0.0812
Paris Romance,55,235500,0.949,0.172,0.103,0.967,0,0.0868,-21.672,1,0.0408,115.834,5,0.0417
Misty Wind,49,246500,0.995,0.287,0.0104,0.909,5,0.0968,-30.226,0,0.0455,136.689,4,0.0856
To India,51,220212,0.61,0.335,0.224,0.955,3,0.103,-15.825,1,0.035,94.017,3,0.0937
The Light,55,222068,0.436,0.236,0.22,0.785,6,0.0998,-13.377,0,0.0293,142.299,3,0.0734
Sorry - Spa Version,41,228000,0.643,0.593,0.37,0.873,11,0.0805,-16.48,1,0.0412,79.992,4,0.512
Slowing Down Magic,38,256551,0.602,0.48,0.407,0.982,0,0.0956,-11.687,1,0.0267,139.99,4,0.112
Life - Dream Version,46,236166,0.677,0.541,0.294,0.92,9,0.329,-14.865,0,0.0332,120.035,3,0.486
Mothers Day,54,169888,0.988,0.394,0.00305,0.945,11,0.0934,-29.896,1,0.0574,72.621,4,0.114
St Germain 54,58,174000,0.951,0.196,0.0443,0.915,2,0.134,-24.841,1,0.0415,89.772,4,0.0395
Musicbox,65,148098,0.983,0.681,0.0808,0.957,7,0.115,-18.979,1,0.0653,79.998,4,0.51
Peaceful Steps,54,202250,0.994,0.385,0.00344,0.907,8,0.126,-30.529,1,0.0576,67.665,3,0.0466
Through The Summer Fields,50,328193,0.963,0.594,0.0331,0.931,5,0.0866,-23.656,0,0.0331,99.998,4,0.0602
Horizon,58,214579,0.923,0.193,0.0325,0.903,7,0.102,-20.486,1,0.0453,70.207,3,0.0457
Enter,52,230000,0.808,0.146,0.126,0.949,2,0.327,-22.702,1,0.04,51.607,4,0.0356
Villa Borghese,54,221538,0.941,0.199,0.124,0.97,7,0.0941,-22.35,1,0.0383,78.451,4,0.0364
Blank Space - Focus Version,39,261558,0.715,0.379,0.0836,0.811,11,0.0831,-22.86,1,0.0273,89.986,4,0.0371
Fragments Café,55,234666,0.951,0.161,0.122,0.978,10,0.0916,-22.329,1,0.0367,86.119,4,0.0351
Forgotten,35,152340,0.994,0.272,0.00266,0.866,8,0.103,-31.238,1,0.0424,72.151,4,0.0573
Sandstone Peak,41,232000,0.988,0.0812,0.0414,0.968,5,0.112,-25.451,1,0.0417,77.636,3,0.0847
Rooftop Kiss,60,154840,0.935,0.0833,0.00524,0.91,7,0.0818,-36.281,1,0.0457,70.329,4,0.0361
Bookstore cafe,50,200633,0.86,0.101,0.221,0.927,9,0.0841,-24.595,0,0.0571,208.969,4,0.25
Sunrise,55,211779,0.992,0.334,0.00847,0.831,8,0.203,-27.883,1,0.044,65.779,5,0.0709
Once I Loved,59,176890,0.995,0.38,0.00205,0.914,7,0.112,-31.905,1,0.0492,66.528,4,0.162
Abyss,41,257092,0.788,0.644,0.038,0.948,6,0.111,-24.141,0,0.0416,100.014,4,0.116
Chasing Cloud Nine,70,162407,0.981,0.0722,0.0619,0.968,5,0.373,-27.257,1,0.0421,75.183,3,0.0722
Salamanca,38,210000,0.991,0.222,0.0132,0.938,5,0.158,-25.234,0,0.0498,73.458,3,0.0566
I Miss You,52,236892,0.894,0.322,0.155,0.906,0,0.107,-18.919,1,0.0333,123.783,4,0.0815
i'll wait - Ambient version,52,290863,0.943,0.127,0.0175,0.913,9,0.11,-28.078,0,0.0364,73.207,3,0.0702
Locked Away - Sleep Version,32,202853,0.808,0.631,0.361,0.853,11,0.104,-15.713,1,0.0327,163.979,4,0.25
American Beauty,38,231933,0.931,0.535,0.166,0.9,0,0.103,-15.357,1,0.0353,112.758,3,0.0417
Wish I Could Fly - Ambient Mix,51,255974,0.984,0.341,0.0179,0.915,7,0.0967,-26.399,1,0.0379,76.98,4,0.0871
Salt Water,46,207313,0.753,0.744,0.181,0.761,6,0.0695,-19.816,1,0.0537,140.041,4,0.199
Nocturne No 20 - Chill With Me Mix,45,270344,0.485,0.567,0.256,0.837,2,0.201,-15.748,1,0.034,101.021,4,0.0416
Magic Moon,33,356000,0.993,0.357,0.00844,0.907,2,0.107,-27.043,0,0.0474,68.228,4,0.0449
Lantau Island,52,270000,0.921,0.209,0.181,0.971,10,0.134,-19.989,0,0.0385,76.244,4,0.0333
New Start,52,201951,0.952,0.594,0.153,0.94,7,0.11,-17.814,1,0.0419,163.973,4,0.295
Song For Vince,43,218100,0.578,0.485,0.498,0.415,7,0.126,-5.095,1,0.0426,165.884,4,0.157
Tranquility,52,297215,0.937,0.273,0.0937,0.877,0,0.571,-18.299,1,0.0295,101.122,4,0.0674
Castaway,48,255500,0.994,0.304,0.00163,0.903,6,0.14,-31.921,1,0.0444,68.815,3,0.0569
Oxygene - Spa Version,53,309428,0.899,0.684,0.231,0.935,7,0.114,-21.574,0,0.0391,140.017,4,0.0492
Cavatina - Ambient Mix,45,198540,0.731,0.192,0.242,0.911,4,0.0999,-16.254,1,0.032,157.711,3,0.0395
Calmness In The Rain,52,249300,0.679,0.659,0.399,0.816,7,0.341,-15.295,0,0.0288,129.996,4,0.159
Pendulum,47,284765,0.963,0.25,0.0718,0.911,2,0.107,-22.882,1,0.0366,79.095,4,0.0321
Springflower,53,228965,0.525,0.508,0.514,0.881,9,0.0961,-11.14,0,0.0296,139.993,4,0.263
Moment Magique,36,217894,0.895,0.66,0.234,0.785,0,0.122,-18.122,1,0.0434,151.934,4,0.388
Open Fields,51,193103,0.827,0.693,0.21,0.912,4,0.261,-18.923,0,0.033,87.007,4,0.246
La Mancha 34,35,239217,0.989,0.313,0.00575,0.793,0,0.127,-27.054,0,0.0471,74.36,3,0.0601
Wake Up At 07.00 pm,54,396600,0.886,0.17,0.135,0.958,3,0.956,-20.122,1,0.0417,134.033,4,0.0372
Ballade Pour Adeline,48,360000,0.813,0.56,0.104,0.869,0,0.0714,-23.131,1,0.0315,119.951,4,0.039
Desert Winds,46,259870,0.953,0.489,0.114,0.87,10,0.0921,-22.056,0,0.0331,124.022,4,0.0927
Exit,51,214945,0.676,0.165,0.0841,0.812,2,0.341,-19.562,1,0.0453,90.434,4,0.0375
Gymnopedie,41,274653,0.962,0.375,0.287,0.892,7,0.102,-12.604,1,0.0304,88.391,3,0.229
Simple Beauty,60,94205,0.994,0.538,0.0148,0.929,0,0.102,-21.967,1,0.0856,70.826,3,0.328
Balance,54,282727,0.907,0.2,0.106,0.933,4,0.1,-20.076,0,0.0345,66.751,4,0.0371
Abalone Cove,42,220000,0.913,0.185,0.0924,0.888,10,0.343,-24.656,0,0.0404,80.135,5,0.0389
Answers Within - Focus Version,41,269310,0.25,0.636,0.285,0.613,11,0.118,-14.776,0,0.0298,157.938,4,0.25
Merry Go Round,44,221500,0.994,0.415,0.011,0.915,5,0.122,-27.821,0,0.06,70.092,5,0.0963
Hong Kong Skyline,59,234000,0.905,0.166,0.171,0.966,5,0.13,-27.129,0,0.0355,70.005,4,0.0377
Dream With Me,46,244083,0.653,0.367,0.136,0.915,8,0.117,-20.606,1,0.0412,169.706,3,0.104
Animals - Sleep Version,46,257250,0.962,0.57,0.168,0.922,2,0.12,-19.159,0,0.0311,159.98,4,0.0551
Ai No Chiara (The Power Of Love),46,192454,0.986,0.703,0.197,0.847,3,0.105,-13.852,1,0.0445,116.021,4,0.133
Sex on Fire,81,203346,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374
Blitzkrieg Bop - 2016 Remastered Version,70,134466,0.000269,0.385,0.783,0.47,9,0.108,-2.533,1,0.233,176.701,4,0.902
Banquet,62,196613,0.000139,0.578,0.892,0.0111,10,0.215,-7.952,0,0.0441,150.253,4,0.892
You Really Got Me - Remastered,58,134066,0.147,0.588,0.948,7.92E-05,8,0.0787,-4.073,1,0.0974,137.294,4,0.962
Jumpsuit,69,238567,0.00781,0.619,0.628,0.207,11,0.206,-8.307,0,0.038,127.065,4,0.232
Natural,95,189466,0.216,0.448,0.612,0,2,0.08,-6.106,1,0.0708,97.773,4,0.213
Forever & Ever More,26,208133,0.00582,0.289,0.841,0.00771,8,0.267,-4.33,1,0.146,183.17,3,0.399
Highway Tune,73,180640,0.0107,0.579,0.957,0.158,4,0.263,-2.94,1,0.0521,123.993,4,0.515
La Magia,62,245373,0.0115,0.566,0.883,0.00103,10,0.317,-7.117,1,0.0374,156.937,4,0.483
Llueve Sobre La Ciudad,69,236426,0.0387,0.488,0.795,0,9,0.0452,-4.157,0,0.0336,107.846,4,0.803
Fever,63,246306,0.00378,0.609,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.743
My Favourite Game,24,217133,0.000133,0.58,0.782,0.00115,5,0.31,-7.085,0,0.0338,143.475,4,0.496
No Hay Mal Que Dure,63,292120,0.27,0.46,0.747,0.875,0,0.126,-7.544,1,0.0289,161.495,4,0.535
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",81,210934,0.000448,0.634,0.652,0.00139,6,0.115,-7.49,1,0.0321,90.012,4,0.264
Soun tha mi primer amor,5,190933,0.0609,0.837,0.829,0.246,10,0.0709,-7.243,0,0.125,104.338,4,0.722
Star Roving,49,338869,0.0712,0.329,0.932,0.699,9,0.293,-4.919,1,0.0531,144.057,4,0.394
Learn to Fly,74,235293,1.83E-05,0.465,0.919,2.07E-05,4,0.262,-4.025,1,0.0408,135.997,4,0.537
The Walker,59,233133,0.00375,0.77,0.801,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725
The Rover,63,217693,3.64E-05,0.189,0.893,0.539,7,0.183,-3.107,1,0.0445,198.468,4,0.599
Chokehold,53,203546,0.00061,0.609,0.88,0.0182,11,0.0814,-4.391,0,0.0676,120.006,4,0.645
Song 2 - 2012 Remastered Version,77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
Irresponsables,67,156197,0.0629,0.58,0.929,0.000223,4,0.23,-4.849,0,0.0388,94.995,4,0.884
Primavera 0 - Remasterizado 2007,55,221440,0.00111,0.385,0.759,0.0448,5,0.0941,-6.72,1,0.0436,134.026,4,0.142
Tijuana Sound Machine,58,182786,0.0086,0.733,0.889,0.828,6,0.0726,-5.191,0,0.0326,129.97,4,0.966
Walk Idiot Walk,53,210640,0.00404,0.623,0.94,0.00705,9,0.627,-3.904,1,0.104,146.329,4,0.775
Alive,59,210866,6.62E-05,0.337,0.917,0.000643,0,0.0835,-6.485,1,0.0764,127.894,4,0.302
Cuernavaca,51,173272,0.0156,0.552,0.638,0.115,1,0.123,-6.645,1,0.0362,159.983,4,0.835
Revolver,44,174293,0.00664,0.547,0.665,0,2,0.109,-5.442,1,0.0556,119.884,4,0.79
3's & 7's,44,213000,0.0786,0.425,0.99,0.0375,1,0.521,-3.878,1,0.113,131.333,4,0.436
El Planeta,45,278725,0.0518,0.474,0.816,0.765,9,0.113,-6.819,1,0.0362,115.019,4,0.322
Just In Case - Acoustic,56,194162,0.907,0.611,0.345,0,5,0.117,-6.629,1,0.0326,99.805,4,0.251
Forever Girl,66,239936,0.37,0.581,0.439,0,11,0.092,-5.817,1,0.0273,140.161,4,0.324
Call It Dreaming,67,231760,0.61,0.519,0.515,5.66E-05,5,0.107,-9.448,1,0.031,80.329,4,0.714
Coming Down the Mountain,63,273959,0.857,0.582,0.344,0.0871,4,0.15,-9.148,1,0.0278,140.013,4,0.374
Body On Body (Johnny Cash: Forever Words),55,266186,0.776,0.514,0.439,0.00342,4,0.0902,-9.805,0,0.0276,140.128,4,0.252
Mercy,77,217120,0.84,0.638,0.367,0,4,0.0999,-7.906,1,0.0266,71.957,4,0.219
This Town Still Talks About You,54,268160,0.00791,0.522,0.47,1.54E-06,0,0.103,-9.52,1,0.0242,95.957,4,0.344
Miles Away,55,220000,0.335,0.546,0.49,0,10,0.1,-7,1,0.0308,161.743,4,0.373
Run of Good Luck,14,225400,0.701,0.544,0.166,2.95E-06,6,0.106,-12.926,1,0.0347,130.507,4,0.306
A Woman Like You,64,209786,0.245,0.592,0.584,0,7,0.0862,-7.422,1,0.0305,160.048,4,0.371
Singing to Me,55,183413,0.807,0.473,0.318,0,2,0.11,-9.183,1,0.0455,83.587,4,0.165
Asking For A Friend,14,239280,0.238,0.713,0.527,7.49E-06,4,0.111,-7.512,1,0.0329,123.006,4,0.445
People Change,69,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412
1979,54,284000,0.81,0.688,0.367,0,8,0.102,-7.469,1,0.027,119.969,4,0.213
Streets of Aberdeen,51,250507,0.153,0.482,0.443,0.000105,2,0.14,-8.996,1,0.0412,145.64,4,0.367
A Simple Song,62,216013,0.87,0.613,0.199,0.000218,5,0.104,-16.36,1,0.0298,77.104,4,0.376
It’s Your Move,54,231613,0.0672,0.443,0.408,0,1,0.149,-7.563,1,0.0291,125.846,3,0.368
Damage,53,213226,0.439,0.544,0.3,0,2,0.113,-7.395,1,0.0273,72.982,4,0.168
The Night We Met,79,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105
Cheap Suit,53,158960,0.928,0.502,0.0596,2.66E-05,3,0.125,-16.977,1,0.0361,133.168,4,0.317
The House That Built Me,66,236626,0.575,0.515,0.3,8.46E-06,5,0.115,-8.005,1,0.0289,81.12,4,0.206
Nothing Like You,55,262079,0.558,0.608,0.496,1.15E-05,0,0.152,-8.929,1,0.0309,77.037,4,0.506
Swimming Alone,52,220275,0.493,0.572,0.493,4.48E-06,2,0.0817,-6.859,1,0.0295,160.067,4,0.171
You and Tequila,65,242840,0.437,0.691,0.454,0.00227,6,0.0783,-9.13,1,0.0256,135.839,4,0.35
Old Time's Sake,48,202840,0.884,0.476,0.182,0.00086,4,0.112,-16.375,1,0.038,88.592,4,0.146
Pieces of You,53,306533,0.148,0.505,0.642,3.15E-05,7,0.0991,-3.694,1,0.0305,62.003,4,0.167
Written in the Sand,20,184080,0.593,0.725,0.437,0,6,0.0842,-9.602,1,0.0575,83.985,4,0.759
Wait Up For Me,58,225146,0.677,0.654,0.24,0.00649,10,0.0784,-15.692,1,0.0288,83.013,1,0.246
Time Is Cold (Coffee House Version),53,188541,0.896,0.602,0.275,0,10,0.155,-11.688,1,0.031,143.945,4,0.343
Life Is Confusing,64,171413,0.955,0.373,0.216,0.00105,1,0.0739,-11.41,1,0.0326,129.03,4,0.496
Dancing Shoes,13,229389,0.141,0.594,0.415,1.58E-06,7,0.105,-6.99,1,0.0277,138.032,4,0.205
Blacked Out,56,189880,0.835,0.598,0.391,1.48E-05,7,0.101,-11.544,1,0.0323,156.014,4,0.644
Diamonds,52,192230,0.126,0.566,0.672,0,8,0.225,-5.054,1,0.034,77.983,4,0.435
The Love That We Need,55,248440,0.708,0.369,0.365,0.0343,4,0.108,-9.869,1,0.0451,181.019,4,0.222
When The Right One Comes Along,47,222000,0.887,0.628,0.216,6.17E-06,4,0.129,-8.81,1,0.0296,138.038,4,0.337
All Is Well,27,256681,0.859,0.34,0.419,0.00211,11,0.141,-12.244,1,0.0337,99.938,4,0.263
She Don't Love You,60,262053,0.335,0.36,0.333,1.09E-06,7,0.114,-8.491,1,0.0285,74.53,1,0.17
Without A Word,52,238560,0.901,0.579,0.171,0.000308,11,0.111,-14.495,1,0.0303,136.311,4,0.389
If We Were Vampires,72,215563,0.824,0.629,0.208,3.70E-06,5,0.107,-16.225,1,0.0324,96.609,4,0.685
Slow Burn,66,246133,0.462,0.555,0.43,0.000191,2,0.0869,-9.105,1,0.0295,147.613,4,0.274
Giving It All (To You),53,234333,0.771,0.636,0.32,0,9,0.117,-9.953,1,0.028,114.337,4,0.2
Golden (Acoustic),58,307312,0.91,0.359,0.17,0.000238,4,0.11,-10.915,1,0.0308,137.062,3,0.178
Nowhere Fast,66,188960,0.46,0.788,0.488,4.52E-06,7,0.0751,-7.319,1,0.0286,101.974,4,0.48
Whiskey And You,66,236333,0.919,0.592,0.0562,6.22E-06,2,0.111,-14.344,1,0.0599,127.005,4,0.266
Where You Are - Acoustic,59,243898,0.614,0.387,0.174,0,2,0.12,-14.765,1,0.0323,161.304,4,0.213
What If I Stay,57,205560,0.131,0.58,0.653,4.65E-05,4,0.116,-6.051,1,0.0275,94.021,4,0.232
The Captain's Daughter (Johnny Cash: Forever Words),53,297746,0.824,0.519,0.354,0.0019,1,0.147,-10.501,1,0.0321,82.214,4,0.37
Suitcase Heart,14,164194,0.856,0.757,0.29,0,8,0.0877,-6.217,1,0.0324,123.003,4,0.226
Louise,13,266997,0.768,0.639,0.381,2.25E-06,10,0.214,-9.428,1,0.0321,89.897,4,0.489
Brighter Shade of Blue,52,228787,0.625,0.489,0.438,8.00E-05,8,0.122,-8.748,1,0.0265,84.984,4,0.188
Mona Lisas And Mad Hatters,56,304026,0.129,0.659,0.518,1.88E-05,5,0.107,-7.56,1,0.0399,127.892,4,0.356
Woulda Left Me Too,61,223880,0.673,0.564,0.452,0.00105,4,0.0923,-8.588,1,0.0603,147.912,4,0.173
The Time I've Wasted,63,213249,0.796,0.473,0.25,8.83E-05,5,0.101,-11.263,1,0.0304,145.027,4,0.261
Autumn Town Leaves,62,195200,0.857,0.657,0.32,0.00125,1,0.144,-15.104,1,0.031,115.724,4,0.39
Blue Moon of Kentucky,38,180893,0.966,0.606,0.184,0.000274,10,0.0962,-15.26,1,0.0327,104.491,3,0.793
Straighten Up And Fly Right - 1990 Digital Remaster,37,146733,0.968,0.638,0.203,0.000403,5,0.122,-14.071,0,0.128,166.848,4,0.68
Don't Fence Me In,32,172013,0.976,0.645,0.206,0.0026,4,0.0697,-12.063,1,0.0506,137.94,4,0.795
Stay A Little Longer,31,140866,0.78,0.646,0.513,0.00176,7,0.132,-15.219,1,0.0802,116.497,4,0.954
Smoke! Smoke! Smoke! (That Cigarette),39,163333,0.748,0.653,0.716,0,4,0.062,-7.443,1,0.366,124.51,4,0.877
Take an Old Cold 'Tater (and Wait),29,167826,0.815,0.573,0.36,0,5,0.223,-10.027,1,0.0544,204.158,4,0.951
Bouquet of Roses - Remastered,30,152733,0.937,0.565,0.236,0,2,0.127,-11.829,1,0.0313,68.014,4,0.68
New San Antonio Rose,30,156373,0.909,0.709,0.341,0.181,8,0.181,-9.739,1,0.0389,104.498,4,0.895
Old Shep,24,196293,0.866,0.472,0.152,0,7,0.122,-13.995,1,0.0303,109.799,3,0.4
Cool Water,27,129133,0.848,0.414,0.215,0,0,0.151,-15.608,1,0.0314,128.099,4,0.326
Texarkana Baby,28,161120,0.866,0.827,0.271,0,4,0.101,-11.885,1,0.204,102.831,4,0.83
Panhandle Rag,26,177466,0.759,0.613,0.485,0.522,1,0.0591,-6.534,0,0.0379,162.11,4,0.564
Mule Skinner Blues (Blue Yodel #8),27,161626,0.702,0.511,0.469,0.073,7,0.208,-9.713,1,0.0332,121.307,4,0.584
Milk Cow Blues,26,190693,0.988,0.656,0.132,0.0567,2,0.0972,-14.057,1,0.044,100.794,4,0.469
The Golden Rocket,31,165000,0.508,0.71,0.757,7.50E-05,4,0.417,-8.149,1,0.0448,119.675,4,0.962
Tennessee Waltz,31,174106,0.742,0.562,0.255,0,0,0.138,-10.256,1,0.031,114.008,4,0.501
