ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
749598455,0,52.0,0,8.0,"$130,393",No,"$363,470",Yes,M,Masters,Manager,34,Private,"$22,360",1,Minivan,yes,$0,0,No,1,$0,11.0,0
665591504,0,54.0,0,11.0,"$63,442",No,"$167,921",z_No,M,PhD,Doctor,33,Private,"$23,220",10,Minivan,yes,$0,0,No,0,$0,16.0,0
928986116,0,61.0,0,15.0,"$85,554",No,"$272,542",Yes,M,Masters,Lawyer,43,Private,"$19,870",1,z_SUV,yes,$0,0,No,0,$0,15.0,0
772821346,0,46.0,0,0.0,$0,No,"$80,928",Yes,z_F,<High School,Home Maker,24,Private,"$1,500",1,z_SUV,no,$0,0,No,0,$0,1.0,0
849635969,0,45.0,2,10.0,"$30,415",No,"$121,494",Yes,z_F,<High School,Clerical,39,Private,"$9,040",6,z_SUV,no,"$3,456",2,No,3,$0,1.0,0
997381145,2,45.0,3,16.0,"$117,640",No,"$296,369",Yes,M,Masters,Lawyer,48,Private,"$13,260",13,Minivan,yes,$0,0,No,3,$0,17.0,0
474958398,0,50.0,0,13.0,"$62,626",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$13,790",6,z_SUV,no,$0,0,No,1,$0,10.0,0
413295070,0,57.0,0,14.0,"$144,342",No,"$403,628",Yes,M,Bachelors,Manager,32,Private,"$8,540",6,Pickup,yes,$0,0,No,0,$0,8.0,0
162166370,0,60.0,0,12.0,"$79,245",No,$0,z_No,M,z_High School,Manager,36,Commercial,"$24,170",1,Panel Truck,yes,$0,0,No,0,$0,8.0,0
457437019,0,49.0,0,0.0,$0,No,$0,z_No,M,<High School,Student,90,Private,"$22,920",1,Minivan,yes,$0,0,No,0,$0,1.0,0
253235211,0,51.0,0,16.0,"$36,451",No,"$138,535",Yes,M,z_High School,z_Blue Collar,68,Commercial,"$7,900",11,Pickup,yes,$0,0,No,0,$0,1.0,0
585118384,0,39.0,0,14.0,"$167,127",No,"$468,778",Yes,M,PhD,Lawyer,25,Private,"$20,910",10,Minivan,yes,$0,0,No,1,$0,13.0,0
967475025,1,44.0,3,15.0,"$74,483",No,"$265,815",Yes,z_F,z_High School,Clerical,43,Private,"$12,300",6,z_SUV,no,$0,0,No,0,$0,5.0,0
539678669,0,41.0,2,14.0,"$146,370",No,"$381,878",Yes,M,z_High School,Manager,34,Private,"$20,420",7,Minivan,yes,$0,0,No,0,$0,1.0,0
619469055,0,32.0,2,10.0,"$27,053",Yes,"$137,180",z_No,M,<High School,z_Blue Collar,10,Private,"$4,210",1,Minivan,no,$0,0,No,5,"$1,026",5.0,1
60512183,1,47.0,0,6.0,"$77,885",No,"$234,009",Yes,z_F,Bachelors,Manager,20,Commercial,"$19,040",4,Minivan,no,$0,0,No,0,$0,15.0,0
672673381,0,46.0,0,6.0,"$108,980",No,$0,z_No,z_F,Bachelors,Manager,40,Private,"$17,000",10,Sports Car,no,"$1,420",3,No,3,$0,12.0,0
679574710,1,36.0,1,13.0,"$32,646",No,"$173,200",Yes,z_F,z_High School,z_Blue Collar,18,Private,"$11,460",4,z_SUV,no,$0,0,Yes,0,$0,7.0,0
610462742,0,48.0,0,13.0,"$36,835",No,"$167,142",Yes,M,z_High School,z_Blue Collar,20,Commercial,"$17,360",6,Minivan,no,"$32,434",2,No,2,$0,10.0,0
547019584,0,46.0,0,13.0,"$64,030",No,"$191,941",Yes,M,Masters,Lawyer,24,Private,"$7,900",9,Minivan,yes,$0,0,Yes,0,$0,13.0,0
317159574,0,54.0,0,0.0,$0,No,$0,Yes,z_F,z_High School,Student,29,Private,"$1,500",4,Sports Car,no,$0,0,No,0,$0,1.0,0
610090177,0,31.0,0,13.0,"$80,861",No,"$222,576",Yes,M,Bachelors,z_Blue Collar,20,Commercial,"$29,980",6,Panel Truck,no,$0,0,No,1,$0,6.0,0
773972143,0,43.0,0,12.0,"$72,606",No,$0,z_No,z_F,Bachelors,Professional,34,Private,"$13,060",4,z_SUV,no,"$11,613",2,No,0,$0,9.0,0
603593796,0,35.0,0,13.0,"$24,696",No,$0,Yes,z_F,Bachelors,Student,31,Commercial,"$7,470",6,z_SUV,no,"$4,350",1,No,2,$0,8.0,0
542875211,0,45.0,3,14.0,"$64,665",No,"$255,595",Yes,M,z_High School,Clerical,48,Commercial,"$20,970",1,Van,yes,$0,0,No,0,$0,1.0,0
95461310,1,39.0,2,9.0,"$24,628",No,"$195,489",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$18,810",6,z_SUV,no,"$2,415",1,No,3,"$6,653",10.0,1
597035878,1,56.0,2,9.0,"$83,464",No,"$316,391",Yes,z_F,z_High School,Manager,37,Private,"$12,740",10,z_SUV,no,"$29,423",2,Yes,3,$0,1.0,0
217656831,0,61.0,0,14.0,"$203,920",No,"$488,199",Yes,M,z_High School,z_Blue Collar,42,Commercial,"$27,990",1,Minivan,no,$0,0,No,0,$0,9.0,0
545900034,0,41.0,0,14.0,"$173,691",No,"$428,992",Yes,z_F,PhD,Manager,18,Commercial,"$33,440",6,Pickup,no,"$3,189",1,No,0,$0,16.0,0
68839515,0,39.0,0,11.0,"$52,586",No,"$260,933",z_No,M,<High School,z_Blue Collar,38,Private,"$8,330",1,Pickup,yes,$0,0,No,0,"$3,829",7.0,1
471968658,0,53.0,0,15.0,"$63,049",No,"$197,046",Yes,M,Bachelors,Professional,40,Private,"$13,010",6,Minivan,yes,"$1,402",1,No,6,$0,12.0,0
987326546,0,38.0,0,12.0,"$90,647",No,"$251,629",Yes,z_F,Masters,Lawyer,38,Private,"$13,740",4,Minivan,no,"$8,450",1,No,0,$0,15.0,0
751239174,0,30.0,2,14.0,"$110,913",No,"$305,472",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$4,500",7,Pickup,yes,$0,0,No,2,$0,11.0,0
910475909,0,52.0,0,11.0,"$81,008",No,"$216,655",Yes,M,Bachelors,Manager,22,Commercial,"$24,830",4,Panel Truck,no,"$11,193",4,No,4,$0,14.0,0
321753992,0,35.0,0,11.0,"$88,298",No,"$246,895",z_No,z_F,Bachelors,Manager,66,Private,"$24,240",8,Pickup,no,$0,0,No,3,$0,19.0,0
521036720,0,47.0,0,0.0,$0,No,$0,z_No,M,Bachelors,Student,25,Commercial,"$12,030",1,Minivan,yes,$0,0,No,0,$0,14.0,0
926349945,0,47.0,0,7.0,"$108,139",No,$0,z_No,z_F,Bachelors,Professional,46,Private,"$17,440",11,Minivan,no,"$3,924",1,No,2,$0,12.0,0
295796026,0,63.0,0,13.0,"$31,269",No,"$201,461",Yes,M,z_High School,Professional,42,Private,"$10,930",7,Sports Car,yes,$0,0,No,4,$0,1.0,0
523185569,0,49.0,0,12.0,"$116,040",No,"$274,423",Yes,z_F,Bachelors,Professional,52,Commercial,"$28,850",1,Pickup,no,$0,0,No,1,$0,13.0,0
632136589,0,51.0,0,0.0,$0,No,"$90,777",z_No,z_F,Bachelors,Home Maker,61,Private,"$6,600",9,z_SUV,no,$0,0,No,0,$0,1.0,0
54017601,0,49.0,0,15.0,"$40,599",No,"$193,571",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$23,790",3,Sports Car,no,"$4,397",1,No,6,$0,5.0,0
556567348,0,40.0,1,15.0,"$79,991",No,"$232,559",Yes,z_F,z_High School,z_Blue Collar,29,Commercial,"$28,270",10,Van,no,$0,0,No,0,$0,10.0,0
122456408,0,37.0,0,12.0,"$93,190",No,"$288,129",Yes,M,Masters,Manager,34,Commercial,"$31,180",6,Panel Truck,yes,$0,0,No,0,$0,23.0,0
679841614,2,41.0,3,16.0,"$9,836",Yes,$0,z_No,z_F,z_High School,Home Maker,40,Private,"$27,910",1,z_SUV,no,$0,0,No,3,$0,1.0,0
853903798,0,44.0,0,9.0,"$61,958",No,"$168,222",Yes,M,z_High School,z_Blue Collar,56,Commercial,"$27,120",1,Panel Truck,yes,$642,2,No,0,"$3,334",10.0,1
148000982,0,43.0,0,12.0,$300,No,"$119,608",Yes,z_F,<High School,Home Maker,44,Private,"$1,500",4,Sports Car,no,$0,0,No,1,$0,1.0,0
860143895,0,42.0,0,12.0,"$91,845",No,"$261,848",Yes,z_F,Masters,Professional,41,Private,"$33,490",11,z_SUV,no,$0,0,No,0,$0,19.0,0
172787086,0,34.0,3,11.0,"$159,559",No,"$387,220",Yes,M,Masters,Manager,54,Private,"$42,560",4,Minivan,no,$0,0,No,0,$0,21.0,0
30946151,0,46.0,0,13.0,"$36,607",No,"$206,422",Yes,M,z_High School,z_Blue Collar,85,Commercial,"$17,540",10,Van,no,$0,0,No,1,$0,1.0,0
85768488,2,38.0,2,11.0,"$30,886",Yes,$0,z_No,M,z_High School,Clerical,27,Commercial,"$8,390",1,Pickup,no,"$9,267",3,No,2,$0,6.0,0
3660621,0,30.0,1,9.0,"$77,156",Yes,$0,z_No,z_F,Bachelors,Clerical,28,Private,"$11,430",9,z_SUV,no,"$11,295",3,No,6,$0,1.0,0
127146830,0,47.0,0,11.0,"$19,956",No,$0,z_No,M,<High School,Clerical,25,Private,"$8,200",8,Minivan,yes,"$25,355",2,Yes,4,"$2,489",1.0,1
835345959,0,35.0,1,12.0,"$26,625",Yes,$0,z_No,z_F,z_High School,Clerical,33,Private,"$5,360",6,z_SUV,no,$0,0,No,3,$0,10.0,0
503023943,0,43.0,0,9.0,"$43,505",No,"$107,149",z_No,z_F,Bachelors,Clerical,37,Private,"$10,780",4,z_SUV,no,"$3,904",1,No,5,$0,10.0,0
511422405,0,48.0,0,13.0,"$91,507",No,"$254,903",Yes,z_F,Bachelors,Professional,45,Private,"$13,980",7,Sports Car,no,$0,0,No,0,$0,12.0,0
864063343,0,58.0,0,13.0,"$43,618",No,"$179,025",Yes,M,Bachelors,Manager,44,Commercial,"$20,930",7,Van,yes,"$2,723",3,No,2,$0,8.0,0
505836127,0,23.0,2,0.0,$0,No,$0,Yes,z_F,<High School,Student,29,Private,"$3,800",6,z_SUV,yes,"$7,705",4,No,0,$0,5.0,0
182169284,3,43.0,3,7.0,"$38,430",Yes,"$221,139",z_No,M,z_High School,z_Blue Collar,26,Commercial,"$17,350",4,Van,no,$0,0,No,1,$0,6.0,0
647929536,0,37.0,0,10.0,"$44,705",No,"$159,710",Yes,M,Masters,Professional,21,Private,"$12,990",6,Minivan,yes,$0,0,No,4,$0,13.0,0
745699242,0,56.0,0,13.0,"$112,246",No,$0,z_No,M,PhD,Lawyer,10,Private,"$17,180",7,Van,no,$0,0,No,2,$0,10.0,0
268198790,0,37.0,0,8.0,"$60,121",No,"$151,782",z_No,z_F,PhD,Doctor,43,Private,"$11,210",4,z_SUV,no,"$4,233",2,No,4,$0,11.0,0
285476064,0,44.0,0,13.0,"$32,713",No,"$166,614",Yes,z_F,z_High School,Clerical,84,Commercial,"$32,130",9,Pickup,no,$0,0,No,1,$0,6.0,0
899689079,2,42.0,4,0.0,$0,Yes,$0,z_No,z_F,<High School,Student,60,Private,"$9,170",6,z_SUV,no,"$3,799",1,No,7,$0,1.0,0
346673007,0,37.0,2,13.0,"$31,725",No,"$148,396",Yes,z_F,Masters,Lawyer,32,Private,"$10,860",4,z_SUV,no,"$3,810",3,No,3,$0,22.0,0
677899112,0,39.0,0,12.0,"$66,962",No,"$219,185",Yes,z_F,z_High School,z_Blue Collar,41,Commercial,"$12,100",13,z_SUV,no,$0,0,No,2,$0,9.0,0
25899381,0,55.0,0,12.0,"$133,966",No,"$342,198",Yes,z_F,PhD,Lawyer,8,Private,"$29,170",6,z_SUV,no,"$34,507",2,Yes,0,$0,13.0,0
97126508,0,48.0,0,3.0,"$54,239",No,"$223,217",z_No,z_F,z_High School,z_Blue Collar,13,Commercial,"$16,520",1,z_SUV,no,$0,0,No,0,$0,1.0,0
563458110,0,38.0,0,11.0,"$93,840",No,"$233,716",Yes,z_F,Masters,Lawyer,31,Private,"$14,010",10,z_SUV,no,$0,0,No,0,$0,6.0,0
894882678,0,49.0,0,13.0,"$63,687",No,"$233,953",Yes,z_F,Masters,Lawyer,18,Private,"$7,870",1,z_SUV,no,$0,0,No,1,$0,16.0,0
16446925,0,48.0,0,7.0,"$22,362",No,"$127,087",Yes,M,<High School,Clerical,39,Private,"$27,160",3,Minivan,yes,"$22,906",1,Yes,0,$0,1.0,0
756103596,0,46.0,0,12.0,"$56,006",No,"$190,938",Yes,M,Bachelors,Professional,52,Commercial,"$30,910",1,Panel Truck,yes,$0,0,No,3,$0,8.0,0
114586827,1,59.0,1,17.0,"$55,165",No,"$225,948",Yes,z_F,Bachelors,Professional,34,Private,"$14,050",1,z_SUV,no,$0,0,No,0,$0,10.0,0
890567600,0,52.0,0,3.0,"$52,000",No,$0,z_No,M,PhD,Doctor,19,Private,"$13,840",1,Minivan,yes,"$6,447",4,No,2,$0,15.0,0
697949195,0,38.0,0,9.0,"$97,608",No,"$239,022",Yes,M,Bachelors,z_Blue Collar,81,Commercial,"$20,160",3,Van,no,$812,3,No,0,$0,6.0,0
659430374,0,55.0,0,14.0,"$30,559",No,"$200,812",Yes,M,<High School,z_Blue Collar,37,Private,"$12,700",10,Minivan,yes,$0,0,No,0,$0,4.0,0
228390035,0,46.0,0,9.0,"$28,125",No,$0,z_No,z_F,z_High School,Student,51,Commercial,"$8,410",1,z_SUV,no,$0,0,No,2,$0,1.0,0
213733981,1,41.0,3,13.0,"$79,190",No,"$235,543",Yes,z_F,z_High School,Manager,30,Private,"$13,520",1,Sports Car,no,"$3,469",2,No,4,$0,1.0,0
489119985,0,38.0,1,11.0,"$1,729",Yes,$0,z_No,M,z_High School,Student,35,Commercial,"$8,860",4,Pickup,no,$0,0,Yes,0,"$7,052",1.0,1
349512324,0,52.0,0,11.0,"$123,426",No,"$361,688",Yes,M,Bachelors,Manager,35,Commercial,"$36,200",1,Panel Truck,yes,$0,0,No,0,$0,12.0,0
207425211,0,32.0,1,6.0,"$100,057",Yes,"$215,744",z_No,M,z_High School,z_Blue Collar,45,Commercial,"$11,250",6,Pickup,no,$0,0,No,2,$0,1.0,0
775465401,0,41.0,1,14.0,"$45,153",Yes,"$170,290",z_No,z_F,Bachelors,Clerical,26,Private,"$13,730",10,z_SUV,no,"$30,903",1,No,3,$0,10.0,0
296960793,0,46.0,0,13.0,"$49,838",No,"$159,152",Yes,M,z_High School,Clerical,15,Private,"$11,080",6,Minivan,yes,$0,0,No,0,$0,9.0,0
856298179,0,39.0,0,11.0,"$140,275",No,"$385,708",Yes,M,Masters,Manager,9,Commercial,"$23,170",1,Panel Truck,yes,$0,0,No,0,$0,11.0,0
799857899,0,49.0,0,12.0,$195,No,$0,z_No,z_F,PhD,Home Maker,54,Private,"$7,300",10,z_SUV,no,$0,0,No,1,$0,16.0,0
930441156,0,37.0,0,7.0,"$61,790",No,$0,z_No,M,z_High School,z_Blue Collar,32,Commercial,"$13,700",4,Minivan,no,"$7,373",3,Yes,2,$0,7.0,0
349713149,0,43.0,1,14.0,"$79,568",No,"$227,743",Yes,z_F,<High School,z_Blue Collar,81,Private,"$23,490",9,Minivan,no,$0,0,No,4,$0,6.0,0
145010935,0,33.0,4,15.0,"$40,095",No,"$167,208",Yes,z_F,z_High School,Clerical,48,Private,"$5,510",7,Sports Car,no,"$34,993",4,Yes,6,$0,1.0,0
19803940,0,38.0,0,9.0,"$51,996",No,"$223,035",Yes,M,z_High School,Professional,46,Private,"$11,330",11,Pickup,no,"$2,721",4,No,1,$0,1.0,0
603952631,0,31.0,3,12.0,"$14,064",Yes,$0,z_No,M,<High School,Clerical,24,Private,"$12,470",10,Minivan,yes,"$9,237",2,No,2,$0,5.0,0
624484902,0,46.0,0,8.0,"$46,955",No,$0,z_No,z_F,z_High School,Manager,14,Private,"$11,140",4,Sports Car,no,$0,0,No,0,$0,1.0,0
293412653,0,42.0,0,12.0,"$47,660",No,"$180,206",Yes,M,Masters,Professional,31,Private,"$11,940",7,Pickup,yes,$974,2,No,6,$0,18.0,0
551932370,0,45.0,0,11.0,"$91,324",No,"$261,739",z_No,M,Bachelors,Manager,31,Private,"$6,000",11,Pickup,yes,$0,0,No,0,$0,1.0,0
980038566,1,44.0,3,15.0,"$31,728",Yes,$0,z_No,z_F,z_High School,Clerical,28,Private,"$9,070",6,z_SUV,no,"$5,897",3,No,5,"$3,136",1.0,1
852939655,1,40.0,2,10.0,"$56,335",No,"$204,619",Yes,z_F,Bachelors,Clerical,37,Private,"$14,270",1,z_SUV,no,$0,0,No,0,$0,10.0,0
21806232,2,51.0,0,13.0,"$54,307",No,"$216,808",Yes,z_F,z_High School,z_Blue Collar,49,Private,"$20,490",5,Minivan,no,$0,0,No,0,$0,1.0,0
41022073,0,50.0,0,14.0,"$78,510",No,"$232,988",Yes,z_F,<High School,Clerical,64,Private,"$1,500",6,Sports Car,no,$0,0,No,0,$0,3.0,0
102503044,0,41.0,0,0.0,$0,No,"$109,155",z_No,z_F,Masters,Home Maker,47,Private,"$13,030",1,z_SUV,no,"$2,334",1,No,3,"$14,509",15.0,1
969153938,1,41.0,2,13.0,"$38,129",No,"$158,485",Yes,z_F,<High School,Clerical,18,Private,"$28,190",6,z_SUV,no,"$6,789",1,No,5,$0,1.0,0
968373001,0,47.0,0,12.0,"$125,741",No,"$359,404",Yes,z_F,Masters,Manager,41,Private,"$18,770",1,z_SUV,no,$0,0,No,0,$0,8.0,0
750564536,0,42.0,1,12.0,"$98,515",Yes,"$289,187",z_No,z_F,Masters,Lawyer,22,Private,"$15,990",1,z_SUV,no,"$4,208",1,No,4,"$23,910",17.0,1
506136547,0,40.0,0,14.0,$381,No,"$53,204",Yes,z_F,Masters,Home Maker,39,Private,"$1,540",6,z_SUV,no,$0,0,No,0,$0,24.0,0
825724098,0,44.0,1,5.0,"$31,473",Yes,"$189,278",z_No,z_F,z_High School,Clerical,45,Private,"$14,970",1,Minivan,no,"$7,700",1,No,1,$0,6.0,0
684167517,0,50.0,0,12.0,"$78,100",No,"$240,000",Yes,M,Masters,Lawyer,28,Private,"$13,380",25,Minivan,yes,$0,0,No,0,$0,15.0,0
158868302,0,51.0,0,13.0,"$188,187",No,$0,z_No,z_F,PhD,Doctor,51,Private,"$41,620",10,Van,no,$0,0,No,1,$0,20.0,0
961217357,1,47.0,1,12.0,"$172,091",No,"$374,376",Yes,M,PhD,Manager,5,Commercial,"$23,410",6,Panel Truck,yes,$0,0,No,0,$0,16.0,0
551370243,0,64.0,0,10.0,"$96,238",No,"$290,724",Yes,M,Masters,Lawyer,40,Private,"$13,130",1,z_SUV,yes,$0,0,No,2,$0,1.0,0
768282217,0,57.0,0,11.0,"$43,956",No,"$143,523",Yes,M,<High School,z_Blue Collar,40,Private,"$11,600",1,Pickup,yes,$0,0,No,1,$0,1.0,0
177579308,0,28.0,1,13.0,"$28,383",No,"$133,622",Yes,M,<High School,Clerical,26,Private,"$5,180",14,Pickup,yes,$0,0,No,1,$0,1.0,0
399379988,0,47.0,0,12.0,"$189,392",No,"$453,142",Yes,M,PhD,Doctor,51,Private,"$10,850",9,z_SUV,no,$0,0,No,0,$0,11.0,0
196518497,0,43.0,0,11.0,"$45,289",No,$0,z_No,M,z_High School,Clerical,53,Commercial,"$38,750",7,Panel Truck,yes,$0,0,No,0,$0,1.0,0
192867191,0,29.0,2,14.0,"$60,157",No,"$158,830",Yes,M,Bachelors,z_Blue Collar,5,Commercial,"$10,420",6,Pickup,yes,"$3,761",3,No,2,$0,8.0,0
354783439,0,46.0,0,11.0,"$57,209",No,"$214,461",Yes,M,Masters,Lawyer,24,Private,"$6,100",1,Minivan,yes,"$5,334",3,No,5,$0,18.0,0
526517149,0,54.0,0,9.0,"$276,354",No,$0,z_No,M,PhD,Manager,26,Private,"$19,570",6,Van,yes,"$48,993",1,Yes,0,$0,10.0,0
715325953,0,33.0,3,7.0,"$22,899",Yes,"$126,382",z_No,M,<High School,Clerical,19,Private,"$7,090",6,Pickup,yes,$0,0,No,0,$0,5.0,0
559557436,0,50.0,0,1.0,"$76,489",No,"$259,139",Yes,z_F,Masters,Lawyer,33,Private,"$14,150",1,z_SUV,no,$0,0,No,4,$0,13.0,0
482683684,0,54.0,0,13.0,"$39,048",No,"$229,578",Yes,M,Bachelors,Professional,64,Private,"$22,670",4,Minivan,yes,"$1,450",1,No,5,$0,7.0,0
843069544,0,51.0,0,14.0,"$89,606",No,"$288,266",z_No,z_F,Bachelors,Clerical,32,Private,"$10,460",1,z_SUV,no,"$21,581",2,Yes,0,$0,8.0,0
926900130,0,33.0,1,9.0,"$21,124",Yes,$0,z_No,M,Bachelors,Student,30,Private,"$5,000",1,Pickup,yes,$0,0,No,0,$0,10.0,0
74322645,1,44.0,1,16.0,"$173,412",No,"$431,274",Yes,M,PhD,Professional,16,Commercial,"$41,710",6,Panel Truck,no,$0,0,No,0,$0,14.0,0
877748562,0,54.0,0,13.0,"$71,579",No,"$257,342",Yes,M,PhD,Manager,46,Commercial,"$18,560",3,Van,no,"$9,514",4,No,0,$0,13.0,0
48124408,0,52.0,0,6.0,"$147,666",No,"$405,910",Yes,z_F,Masters,Lawyer,43,Private,"$6,700",11,z_SUV,no,$0,0,No,0,$0,17.0,0
131312301,0,52.0,1,15.0,"$61,586",No,"$257,565",Yes,z_F,z_High School,Professional,16,Private,"$20,340",1,z_SUV,no,"$1,322",2,No,1,$0,1.0,0
441214013,0,69.0,0,12.0,"$60,965",No,"$231,014",Yes,z_F,Masters,Lawyer,13,Private,"$14,500",13,Sports Car,no,"$48,298",1,Yes,4,"$2,546",20.0,1
676564761,0,53.0,0,8.0,"$132,536",No,"$368,061",Yes,M,Bachelors,Professional,43,Commercial,"$20,050",1,Van,no,$0,0,No,0,"$7,990",9.0,1
408205951,2,45.0,3,16.0,"$30,111",No,"$162,409",Yes,M,z_High School,Clerical,36,Private,"$10,870",9,Pickup,no,$0,0,No,0,$0,1.0,0
214255604,0,48.0,0,5.0,"$14,938",No,$0,z_No,z_F,Bachelors,Student,16,Private,"$6,300",6,z_SUV,no,"$7,998",1,No,5,$0,10.0,0
488069027,0,51.0,0,10.0,"$104,355",No,"$286,694",z_No,z_F,Masters,Manager,38,Private,"$17,040",3,Minivan,no,$0,0,No,1,$0,15.0,0
508400544,3,37.0,3,9.0,"$6,857",Yes,"$86,075",z_No,z_F,z_High School,Home Maker,35,Private,"$12,540",1,z_SUV,no,"$3,452",1,No,1,$0,7.0,0
741143423,0,41.0,0,9.0,"$41,619",No,"$185,203",Yes,z_F,z_High School,Professional,31,Private,"$28,360",6,z_SUV,no,$0,0,No,0,$0,9.0,0
901710077,0,40.0,1,5.0,"$89,348",No,"$230,106",Yes,z_F,Masters,Professional,48,Private,"$18,150",6,Pickup,no,$0,0,No,2,$0,14.0,0
506186833,0,61.0,1,11.0,"$127,649",No,"$351,274",Yes,z_F,Masters,Lawyer,41,Private,"$14,260",1,Sports Car,no,"$5,827",1,No,3,$0,19.0,0
237479021,1,63.0,1,14.0,"$69,277",No,"$209,787",Yes,z_F,Bachelors,Professional,39,Private,"$14,730",9,z_SUV,no,$0,0,No,0,$0,11.0,0
786014333,0,43.0,2,14.0,"$36,849",No,"$187,005",Yes,M,<High School,z_Blue Collar,27,Private,"$9,480",4,Minivan,no,$0,0,No,0,$0,8.0,0
915311067,0,55.0,0,13.0,"$192,328",No,"$475,685",Yes,M,Bachelors,Manager,10,Private,"$41,400",6,Minivan,no,$0,0,No,0,$0,8.0,0
644129356,0,67.0,0,13.0,"$45,368",No,"$190,399",Yes,M,Bachelors,Professional,33,Private,"$20,410",4,Minivan,yes,"$7,445",2,No,5,$0,13.0,0
798501075,0,48.0,0,7.0,"$49,860",No,"$197,121",Yes,z_F,Masters,Lawyer,26,Private,"$2,250",1,Sports Car,no,"$8,907",2,No,4,$0,17.0,0
340299187,0,48.0,0,13.0,"$122,643",No,"$315,375",Yes,z_F,Masters,Manager,20,Private,"$18,310",1,Sports Car,no,"$47,343",2,No,4,$0,16.0,0
113730746,0,43.0,2,12.0,"$10,859",No,"$117,283",Yes,z_F,<High School,Home Maker,45,Commercial,"$19,150",6,Van,no,$0,0,No,3,$0,4.0,0
314006147,0,52.0,0,10.0,"$47,417",No,"$229,556",z_No,M,Masters,Lawyer,61,Private,"$8,840",10,Minivan,no,$0,0,No,0,$0,13.0,0
120982530,0,44.0,2,14.0,"$182,620",No,"$470,025",Yes,z_F,PhD,Doctor,24,Private,"$14,670",10,z_SUV,no,$0,0,No,2,$0,18.0,0
920852190,0,64.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,36,Private,"$8,750",4,Sports Car,no,$0,0,No,3,$0,9.0,0
637915564,0,41.0,1,12.0,"$37,282",Yes,$0,z_No,z_F,Bachelors,Professional,41,Private,"$9,330",7,z_SUV,no,"$7,037",2,No,5,$0,14.0,0
281126580,0,59.0,0,14.0,"$43,378",No,"$201,957",Yes,z_F,<High School,z_Blue Collar,31,Private,"$1,500",6,z_SUV,no,$0,0,No,0,$0,1.0,0
601458149,2,45.0,3,7.0,"$65,750",No,"$241,791",Yes,z_F,Masters,Lawyer,5,Private,"$14,980",9,z_SUV,no,"$20,038",2,Yes,4,$0,10.0,0
959778671,0,49.0,0,8.0,"$38,723",No,"$168,698",z_No,M,<High School,Clerical,14,Private,"$10,270",4,Pickup,yes,$0,0,No,3,$0,11.0,0
7936658,0,39.0,0,12.0,"$49,652",No,"$208,319",Yes,M,Bachelors,Manager,46,Private,"$10,370",6,Pickup,yes,$0,0,Yes,1,$0,10.0,0
813128,1,46.0,0,12.0,"$45,018",No,$0,z_No,M,z_High School,z_Blue Collar,26,Private,"$15,060",4,Minivan,no,"$33,026",3,No,0,$0,1.0,0
41365076,0,35.0,0,11.0,"$60,185",No,$0,z_No,z_F,Bachelors,Professional,54,Commercial,"$17,730",4,Van,yes,$0,0,No,0,$0,6.0,0
807784716,0,36.0,3,11.0,"$101,575",Yes,"$282,821",z_No,M,Bachelors,Professional,48,Private,"$5,100",1,Minivan,yes,"$2,862",3,No,1,$0,11.0,0
14955631,0,53.0,0,12.0,"$73,926",No,"$231,118",Yes,M,Masters,Lawyer,29,Private,"$12,970",1,Minivan,yes,$0,0,No,5,$0,19.0,0
181441361,0,35.0,0,5.0,"$37,684",No,"$155,474",z_No,M,Masters,Professional,29,Private,"$11,040",1,Minivan,yes,"$9,788",2,No,3,$0,9.0,0
403517745,0,38.0,2,15.0,"$136,334",Yes,"$340,085",z_No,z_F,Bachelors,Manager,23,Private,"$21,130",13,Minivan,no,$0,0,No,0,$0,12.0,0
215770981,0,53.0,0,11.0,"$108,233",No,"$290,195",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$1,670",1,Sports Car,no,$0,0,No,2,$0,7.0,0
396323054,0,45.0,1,11.0,"$185,836",No,"$509,115",Yes,z_F,PhD,Lawyer,28,Private,"$10,250",1,z_SUV,no,"$4,307",3,No,6,$0,20.0,0
656344335,0,43.0,0,7.0,"$83,550",No,$0,z_No,M,Bachelors,Professional,5,Commercial,"$24,950",1,Panel Truck,no,$0,0,No,0,$0,13.0,0
77330573,0,48.0,0,11.0,"$76,581",No,"$239,130",z_No,z_F,Bachelors,z_Blue Collar,41,Private,"$21,030",6,Pickup,no,$0,0,No,0,$0,10.0,0
102080091,0,29.0,4,4.0,"$23,652",Yes,$0,z_No,z_F,z_High School,Clerical,36,Private,"$6,770",4,z_SUV,no,$0,0,No,0,$0,8.0,0
986624385,0,48.0,0,10.0,"$19,718",No,"$126,038",Yes,z_F,<High School,Clerical,23,Private,"$15,550",6,Minivan,no,$0,0,No,2,$0,1.0,0
